0.84, -0.09, -0.76, 2.12, 0.47, 0.79
0.86, -0.11, -0.86, 2.14, 0.52, 0.88
0.87, -0.12, -0.96, 2.15, 0.57, 0.95
0.88, -0.13, -1.03, 2.16, 0.59, 1.00
0.89, -0.13, -1.08, 2.15, 0.61, 1.02
0.89, -0.13, -1.09, 2.14, 0.61, 1.02
0.89, -0.13, -1.08, 2.12, 0.59, 1.00
0.90, -0.13, -1.02, 2.09, 0.57, 0.95
0.90, -0.12, -0.94, 2.06, 0.53, 0.89
0.89, -0.10, -0.82, 2.03, 0.48, 0.81
0.86, -0.08, -0.68, 2.00, 0.43, 0.72
0.82, -0.06, -0.52, 1.97, 0.37, 0.62
0.79, -0.04, -0.34, 1.93, 0.31, 0.52
0.77, -0.02, -0.15, 1.90, 0.25, 0.42
0.76, 0.01, 0.05, 1.88, 0.19, 0.31
0.75, 0.03, 0.24, 1.85, 0.13, 0.22
0.74, 0.05, 0.42, 1.83, 0.07, 0.12
0.75, 0.07, 0.59, 1.81, 0.02, 0.04
0.75, 0.09, 0.74, 1.80, -0.02, -0.04
0.76, 0.11, 0.86, 1.78, -0.06, -0.11
0.77, 0.12, 0.95, 1.76, -0.10, -0.17
0.76, 0.13, 1.02, 1.75, -0.13, -0.21
0.76, 0.13, 1.06, 1.73, -0.15, -0.25
0.76, 0.13, 1.07, 1.72, -0.17, -0.29
0.77, 0.13, 1.04, 1.70, -0.19, -0.31
0.78, 0.12, 1.00, 1.68, -0.20, -0.33
0.79, 0.12, 0.93, 1.66, -0.21, -0.35
0.80, 0.10, 0.85, 1.64, -0.22, -0.36
0.80, 0.09, 0.75, 1.62, -0.22, -0.37
0.80, 0.08, 0.65, 1.59, -0.23, -0.38
0.80, 0.07, 0.54, 1.57, -0.24, -0.40
0.80, 0.05, 0.43, 1.54, -0.24, -0.41
0.80, 0.04, 0.33, 1.51, -0.25, -0.42
0.80, 0.03, 0.23, 1.49, -0.26, -0.43
0.81, 0.02, 0.15, 1.47, -0.26, -0.44
0.81, 0.01, 0.07, 1.44, -0.27, -0.45
0.81, 0.00, 0.01, 1.42, -0.27, -0.46
0.81, -0.00, -0.04, 1.40, -0.28, -0.47
0.81, -0.01, -0.07, 1.38, -0.28, -0.47
0.81, -0.01, -0.09, 1.36, -0.28, -0.47
0.81, -0.01, -0.10, 1.35, -0.28, -0.47
0.80, -0.01, -0.10, 1.34, -0.28, -0.47
0.79, -0.01, -0.09, 1.32, -0.27, -0.46
0.78, -0.01, -0.07, 1.32, -0.27, -0.45
0.77, -0.01, -0.05, 1.31, -0.26, -0.43
0.77, -0.00, -0.02, 1.30, -0.24, -0.41
0.77, 0.00, 0.00, 1.30, -0.23, -0.39
0.77, 0.00, 0.03, 1.29, -0.22, -0.36
0.77, 0.01, 0.05, 1.29, -0.20, -0.34
0.76, 0.01, 0.07, 1.29, -0.18, -0.31
0.76, 0.01, 0.09, 1.29, -0.16, -0.27
0.76, 0.01, 0.10, 1.29, -0.14, -0.24
0.75, 0.01, 0.11, 1.29, -0.12, -0.21
0.75, 0.01, 0.11, 1.30, -0.10, -0.17
0.75, 0.01, 0.11, 1.30, -0.08, -0.14
0.76, 0.01, 0.10, 1.30, -0.06, -0.10
0.76, 0.01, 0.09, 1.30, -0.04, -0.07
0.74, 0.01, 0.07, 1.30, -0.02, -0.04
0.73, 0.01, 0.04, 1.29, -0.00, -0.01
0.71, 0.00, 0.02, 1.29, 0.01, 0.02
0.69, -0.00, -0.01, 1.29, 0.03, 0.05
0.63, -0.01, -0.04, 1.29, 0.04, 0.07
0.54, -0.01, -0.07, 1.29, 0.06, 0.09
0.43, -0.01, -0.11, 1.31, 0.07, 0.11
0.36, -0.02, -0.14, 1.33, 0.08, 0.13
0.35, -0.02, -0.17, 1.38, 0.09, 0.15
0.41, -0.02, -0.20, 1.45, 0.10, 0.17
0.52, -0.03, -0.24, 1.53, 0.11, 0.19
0.64, -0.03, -0.28, 1.62, 0.13, 0.23
0.74, -0.04, -0.32, 1.72, 0.16, 0.27
0.81, -0.05, -0.38, 1.81, 0.20, 0.34
0.85, -0.06, -0.45, 1.90, 0.25, 0.41
0.85, -0.07, -0.53, 1.98, 0.30, 0.50
0.85, -0.08, -0.62, 2.05, 0.36, 0.60
0.85, -0.09, -0.71, 2.10, 0.42, 0.71
0.85, -0.10, -0.81, 2.14, 0.48, 0.81
0.85, -0.11, -0.90, 2.16, 0.53, 0.90
0.86, -0.12, -0.98, 2.17, 0.58, 0.97
0.86, -0.13, -1.04, 2.18, 0.61, 1.02
0.86, -0.13, -1.07, 2.17, 0.62, 1.05
0.87, -0.13, -1.08, 2.15, 0.62, 1.04
0.88, -0.13, -1.05, 2.13, 0.60, 1.02
0.88, -0.12, -0.99, 2.11, 0.57, 0.97
0.88, -0.11, -0.89, 2.08, 0.53, 0.89
0.87, -0.10, -0.77, 2.05, 0.48, 0.81
0.84, -0.08, -0.62, 2.02, 0.42, 0.71
0.80, -0.06, -0.45, 1.99, 0.36, 0.60
0.76, -0.03, -0.27, 1.95, 0.29, 0.49
0.74, -0.01, -0.08, 1.93, 0.22, 0.38
0.74, 0.01, 0.11, 1.90, 0.16, 0.27
0.74, 0.04, 0.29, 1.88, 0.10, 0.16
0.74, 0.06, 0.46, 1.86, 0.04, 0.06
0.75, 0.08, 0.62, 1.85, -0.02, -0.03
0.76, 0.09, 0.75, 1.84, -0.06, -0.11
0.77, 0.11, 0.86, 1.83, -0.10, -0.18
0.77, 0.12, 0.94, 1.82, -0.14, -0.24
0.77, 0.12, 0.99, 1.81, -0.17, -0.28
0.77, 0.13, 1.02, 1.80, -0.19, -0.32
0.77, 0.13, 1.01, 1.79, -0.21, -0.35
0.78, 0.12, 0.99, 1.77, -0.22, -0.38
0.78, 0.12, 0.94, 1.76, -0.23, -0.39
0.78, 0.11, 0.87, 1.74, -0.24, -0.41
0.78, 0.10, 0.78, 1.72, -0.25, -0.42
0.78, 0.09, 0.69, 1.70, -0.25, -0.43
0.78, 0.07, 0.59, 1.68, -0.26, -0.44
0.79, 0.06, 0.50, 1.65, -0.27, -0.45
0.79, 0.05, 0.40, 1.63, -0.27, -0.46
0.80, 0.04, 0.31, 1.60, -0.28, -0.47
0.80, 0.03, 0.23, 1.58, -0.29, -0.49
0.80, 0.02, 0.15, 1.56, -0.30, -0.50
0.80, 0.01, 0.09, 1.54, -0.31, -0.52
0.80, 0.01, 0.04, 1.52, -0.31, -0.53
0.80, 0.00, 0.00, 1.50, -0.32, -0.54
0.80, -0.00, -0.02, 1.49, -0.33, -0.55
0.80, -0.00, -0.04, 1.47, -0.33, -0.55
0.80, -0.01, -0.05, 1.46, -0.33, -0.55
0.80, -0.01, -0.05, 1.45, -0.33, -0.55
0.79, -0.00, -0.04, 1.44, -0.32, -0.54
0.80, -0.00, -0.02, 1.43, -0.31, -0.53
0.80, -0.00, -0.00, 1.42, -0.30, -0.51
0.81, 0.00, 0.02, 1.42, -0.29, -0.49
0.81, 0.00, 0.04, 1.42, -0.28, -0.47
0.82, 0.01, 0.06, 1.41, -0.27, -0.45
0.83, 0.01, 0.08, 1.41, -0.25, -0.42
0.83, 0.01, 0.11, 1.41, -0.23, -0.39
0.82, 0.02, 0.12, 1.41, -0.21, -0.36
0.81, 0.02, 0.14, 1.40, -0.20, -0.33
0.79, 0.02, 0.15, 1.40, -0.18, -0.30
0.79, 0.02, 0.16, 1.40, -0.16, -0.27
0.78, 0.02, 0.17, 1.39, -0.14, -0.23
0.78, 0.02, 0.17, 1.39, -0.12, -0.20
0.76, 0.02, 0.18, 1.39, -0.10, -0.17
0.74, 0.02, 0.18, 1.37, -0.09, -0.15
0.73, 0.02, 0.18, 1.37, -0.07, -0.12
0.72, 0.02, 0.17, 1.36, -0.06, -0.10
0.67, 0.02, 0.17, 1.35, -0.05, -0.08
0.59, 0.02, 0.16, 1.35, -0.04, -0.06
0.49, 0.02, 0.15, 1.35, -0.03, -0.04
0.39, 0.02, 0.14, 1.38, -0.02, -0.03
0.35, 0.01, 0.12, 1.41, -0.01, -0.01
0.38, 0.01, 0.09, 1.47, 0.00, 0.00
0.47, 0.01, 0.06, 1.53, 0.02, 0.03
0.58, 0.00, 0.01, 1.62, 0.04, 0.06
0.68, -0.01, -0.04, 1.71, 0.06, 0.10
0.77, -0.01, -0.11, 1.80, 0.10, 0.16
0.83, -0.02, -0.20, 1.88, 0.14, 0.23
0.87, -0.04, -0.30, 1.96, 0.19, 0.32
0.87, -0.05, -0.41, 2.03, 0.25, 0.42
0.85, -0.07, -0.54, 2.09, 0.31, 0.53
0.84, -0.08, -0.67, 2.12, 0.38, 0.63
0.84, -0.10, -0.79, 2.15, 0.43, 0.73
0.85, -0.11, -0.91, 2.16, 0.48, 0.81
0.86, -0.12, -1.01, 2.16, 0.52, 0.88
0.88, -0.13, -1.08, 2.16, 0.54, 0.92
0.89, -0.14, -1.13, 2.14, 0.55, 0.93
0.90, -0.14, -1.14, 2.11, 0.55, 0.92
0.90, -0.14, -1.11, 2.09, 0.53, 0.88
0.90, -0.13, -1.05, 2.05, 0.49, 0.83
0.89, -0.12, -0.95, 2.01, 0.45, 0.75
0.85, -0.10, -0.82, 1.97, 0.39, 0.66
0.81, -0.08, -0.67, 1.94, 0.34, 0.56
0.78, -0.06, -0.50, 1.90, 0.27, 0.46
0.76, -0.04, -0.31, 1.87, 0.21, 0.35
0.75, -0.01, -0.12, 1.84, 0.14, 0.24
0.76, 0.01, 0.08, 1.81, 0.08, 0.14
0.78, 0.03, 0.26, 1.80, 0.03, 0.04
0.79, 0.05, 0.44, 1.78, -0.03, -0.04
0.80, 0.07, 0.59, 1.77, -0.07, -0.12
0.80, 0.09, 0.73, 1.76, -0.11, -0.19
0.79, 0.10, 0.83, 1.75, -0.14, -0.24
0.78, 0.11, 0.91, 1.74, -0.17, -0.28
0.76, 0.12, 0.96, 1.74, -0.19, -0.31
0.75, 0.12, 0.98, 1.73, -0.20, -0.33
0.75, 0.12, 0.98, 1.72, -0.21, -0.35
0.75, 0.12, 0.95, 1.71, -0.21, -0.35
0.75, 0.11, 0.90, 1.70, -0.21, -0.36
0.75, 0.10, 0.83, 1.68, -0.21, -0.35
0.76, 0.09, 0.75, 1.66, -0.21, -0.35
0.78, 0.08, 0.66, 1.65, -0.21, -0.35
0.79, 0.07, 0.57, 1.63, -0.21, -0.35
0.81, 0.06, 0.47, 1.61, -0.21, -0.35
0.83, 0.05, 0.37, 1.59, -0.21, -0.35
0.84, 0.03, 0.28, 1.57, -0.21, -0.36
0.84, 0.02, 0.20, 1.55, -0.22, -0.36
0.84, 0.01, 0.12, 1.53, -0.22, -0.37
0.84, 0.01, 0.05, 1.52, -0.22, -0.38
0.84, -0.00, -0.01, 1.50, -0.23, -0.38
0.83, -0.01, -0.06, 1.49, -0.23, -0.38
0.83, -0.01, -0.09, 1.47, -0.23, -0.39
0.82, -0.01, -0.12, 1.46, -0.23, -0.38
0.81, -0.02, -0.13, 1.45, -0.23, -0.38
0.80, -0.02, -0.13, 1.43, -0.22, -0.38
0.79, -0.01, -0.12, 1.43, -0.22, -0.37
0.78, -0.01, -0.10, 1.42, -0.21, -0.36
0.78, -0.01, -0.07, 1.41, -0.20, -0.34
0.77, -0.00, -0.03, 1.40, -0.20, -0.33
0.77, 0.00, 0.00, 1.40, -0.18, -0.31
0.77, 0.01, 0.04, 1.39, -0.17, -0.29
0.77, 0.01, 0.08, 1.39, -0.16, -0.27
0.77, 0.01, 0.11, 1.38, -0.15, -0.25
0.76, 0.02, 0.14, 1.38, -0.13, -0.22
0.76, 0.02, 0.16, 1.38, -0.12, -0.20
0.75, 0.02, 0.17, 1.37, -0.10, -0.18
0.76, 0.02, 0.18, 1.37, -0.09, -0.15
0.77, 0.02, 0.17, 1.36, -0.08, -0.13
0.78, 0.02, 0.16, 1.36, -0.06, -0.10
0.78, 0.02, 0.14, 1.35, -0.05, -0.08
0.78, 0.01, 0.12, 1.35, -0.04, -0.06
0.77, 0.01, 0.09, 1.34, -0.02, -0.04
0.77, 0.01, 0.05, 1.33, -0.01, -0.02
0.72, 0.00, 0.01, 1.33, -0.00, -0.00
0.63, -0.00, -0.03, 1.33, 0.01, 0.01
0.52, -0.01, -0.06, 1.34, 0.02, 0.03
0.42, -0.01, -0.10, 1.37, 0.02, 0.04
0.38, -0.02, -0.13, 1.42, 0.03, 0.06
0.41, -0.02, -0.17, 1.48, 0.04, 0.07
0.50, -0.02, -0.20, 1.56, 0.06, 0.10
0.61, -0.03, -0.23, 1.66, 0.08, 0.14
0.71, -0.03, -0.26, 1.75, 0.11, 0.19
0.78, -0.04, -0.30, 1.85, 0.15, 0.25
0.81, -0.04, -0.35, 1.94, 0.20, 0.33
0.82, -0.05, -0.41, 2.02, 0.26, 0.43
0.81, -0.06, -0.48, 2.09, 0.32, 0.54
0.80, -0.07, -0.56, 2.14, 0.38, 0.65
0.81, -0.08, -0.64, 2.18, 0.45, 0.75
0.82, -0.09, -0.73, 2.21, 0.50, 0.85
0.84, -0.10, -0.81, 2.22, 0.55, 0.93
0.86, -0.11, -0.88, 2.22, 0.58, 0.98
0.88, -0.11, -0.93, 2.22, 0.60, 1.01
0.89, -0.12, -0.96, 2.20, 0.61, 1.02
0.89, -0.12, -0.97, 2.19, 0.59, 1.00
0.90, -0.12, -0.95, 2.16, 0.57, 0.95
0.90, -0.11, -0.90, 2.14, 0.53, 0.88
0.90, -0.10, -0.82, 2.11, 0.48, 0.80
0.88, -0.09, -0.72, 2.07, 0.42, 0.71
0.84, -0.07, -0.59, 2.04, 0.36, 0.60
0.80, -0.05, -0.45, 2.00, 0.30, 0.50
0.78, -0.04, -0.29, 1.97, 0.23, 0.39
0.76, -0.02, -0.12, 1.94, 0.17, 0.28
0.75, 0.01, 0.05, 1.92, 0.10, 0.18
0.75, 0.03, 0.21, 1.89, 0.05, 0.08
0.76, 0.05, 0.37, 1.88, -0.01, -0.02
0.77, 0.06, 0.52, 1.86, -0.06, -0.10
0.79, 0.08, 0.64, 1.85, -0.10, -0.17
0.80, 0.09, 0.75, 1.84, -0.14, -0.24
0.80, 0.10, 0.83, 1.82, -0.17, -0.29
0.79, 0.11, 0.89, 1.81, -0.20, -0.33
0.78, 0.11, 0.92, 1.80, -0.22, -0.37
0.78, 0.11, 0.93, 1.79, -0.23, -0.39
0.78, 0.11, 0.91, 1.77, -0.24, -0.41
0.78, 0.11, 0.87, 1.75, -0.25, -0.42
0.77, 0.10, 0.81, 1.73, -0.26, -0.43
0.77, 0.09, 0.74, 1.71, -0.26, -0.44
0.77, 0.08, 0.66, 1.69, -0.27, -0.45
0.77, 0.07, 0.57, 1.66, -0.27, -0.46
0.78, 0.06, 0.48, 1.64, -0.28, -0.46
0.79, 0.05, 0.40, 1.62, -0.28, -0.47
0.79, 0.04, 0.31, 1.59, -0.29, -0.48
0.80, 0.03, 0.23, 1.57, -0.29, -0.49
0.80, 0.02, 0.16, 1.55, -0.30, -0.50
0.81, 0.01, 0.10, 1.53, -0.31, -0.51
0.81, 0.01, 0.04, 1.51, -0.31, -0.52
0.81, -0.00, -0.00, 1.49, -0.31, -0.53
0.81, -0.00, -0.04, 1.48, -0.31, -0.53
0.82, -0.01, -0.06, 1.46, -0.31, -0.53
0.81, -0.01, -0.08, 1.44, -0.31, -0.52
0.81, -0.01, -0.09, 1.43, -0.31, -0.52
0.80, -0.01, -0.09, 1.42, -0.30, -0.50
0.79, -0.01, -0.09, 1.41, -0.29, -0.49
0.79, -0.01, -0.08, 1.40, -0.28, -0.47
0.78, -0.01, -0.07, 1.39, -0.27, -0.45
0.78, -0.01, -0.05, 1.39, -0.26, -0.43
0.78, -0.00, -0.03, 1.38, -0.24, -0.41
0.79, -0.00, -0.01, 1.37, -0.22, -0.38
0.79, 0.00, 0.01, 1.37, -0.21, -0.35
0.78, 0.00, 0.03, 1.36, -0.19, -0.32
0.78, 0.01, 0.05, 1.36, -0.17, -0.29
0.77, 0.01, 0.07, 1.35, -0.16, -0.26
0.76, 0.01, 0.08, 1.35, -0.14, -0.23
0.76, 0.01, 0.09, 1.34, -0.12, -0.20
0.77, 0.01, 0.09, 1.33, -0.10, -0.17
0.77, 0.01, 0.09, 1.32, -0.09, -0.15
0.76, 0.01, 0.09, 1.32, -0.07, -0.12
0.74, 0.01, 0.08, 1.31, -0.06, -0.09
0.74, 0.01, 0.06, 1.30, -0.04, -0.07
0.73, 0.01, 0.05, 1.29, -0.03, -0.05
0.68, 0.00, 0.03, 1.28, -0.02, -0.03
0.59, 0.00, 0.01, 1.28, -0.01, -0.01
0.49, -0.00, -0.02, 1.30, 0.00, 0.00
0.40, -0.01, -0.04, 1.33, 0.01, 0.02
0.38, -0.01, -0.07, 1.38, 0.02, 0.04
0.44, -0.01, -0.10, 1.44, 0.04, 0.06
0.54, -0.02, -0.13, 1.52, 0.05, 0.09
0.65, -0.02, -0.17, 1.61, 0.08, 0.13
0.75, -0.03, -0.21, 1.71, 0.11, 0.19
0.82, -0.03, -0.27, 1.80, 0.15, 0.26
0.86, -0.04, -0.33, 1.88, 0.20, 0.34
0.87, -0.05, -0.41, 1.95, 0.26, 0.44
0.86, -0.06, -0.50, 2.01, 0.33, 0.55
0.85, -0.07, -0.59, 2.05, 0.39, 0.66
0.84, -0.08, -0.68, 2.09, 0.46, 0.77
0.84, -0.09, -0.77, 2.11, 0.51, 0.86
0.85, -0.10, -0.85, 2.11, 0.55, 0.93
0.85, -0.11, -0.91, 2.11, 0.58, 0.98
0.86, -0.12, -0.95, 2.10, 0.60, 1.01
0.86, -0.12, -0.96, 2.09, 0.60, 1.01
0.86, -0.12, -0.94, 2.06, 0.58, 0.98
0.87, -0.11, -0.89, 2.03, 0.55, 0.93
0.87, -0.10, -0.81, 2.00, 0.51, 0.86
0.86, -0.09, -0.71, 1.97, 0.46, 0.78
0.84, -0.07, -0.58, 1.93, 0.41, 0.68
0.80, -0.05, -0.43, 1.89, 0.35, 0.58
0.77, -0.03, -0.27, 1.86, 0.28, 0.48
0.75, -0.01, -0.11, 1.83, 0.22, 0.37
0.75, 0.01, 0.06, 1.80, 0.16, 0.27
0.75, 0.03, 0.23, 1.78, 0.10, 0.17
0.74, 0.05, 0.38, 1.76, 0.04, 0.07
0.75, 0.06, 0.52, 1.74, -0.01, -0.01
0.76, 0.08, 0.63, 1.73, -0.05, -0.09
0.78, 0.09, 0.73, 1.72, -0.09, -0.15
0.78, 0.10, 0.80, 1.71, -0.12, -0.21
0.78, 0.10, 0.85, 1.70, -0.15, -0.25
0.78, 0.11, 0.87, 1.69, -0.17, -0.28
0.78, 0.11, 0.87, 1.68, -0.18, -0.31
0.78, 0.10, 0.84, 1.66, -0.20, -0.33
0.78, 0.10, 0.80, 1.65, -0.20, -0.34
0.78, 0.09, 0.74, 1.63, -0.21, -0.35
0.78, 0.08, 0.67, 1.60, -0.21, -0.35
0.78, 0.07, 0.59, 1.59, -0.21, -0.36
0.78, 0.06, 0.50, 1.57, -0.22, -0.36
0.78, 0.05, 0.42, 1.54, -0.22, -0.37
0.79, 0.04, 0.33, 1.52, -0.22, -0.38
0.79, 0.03, 0.26, 1.50, -0.23, -0.39
0.79, 0.02, 0.18, 1.48, -0.24, -0.40
0.80, 0.01, 0.12, 1.45, -0.24, -0.41
0.80, 0.01, 0.07, 1.43, -0.25, -0.42
0.80, 0.00, 0.02, 1.41, -0.25, -0.42
0.80, -0.00, -0.01, 1.39, -0.26, -0.43
0.80, -0.00, -0.04, 1.37, -0.26, -0.44
0.80, -0.01, -0.05, 1.35, -0.26, -0.44
0.80, -0.01, -0.06, 1.34, -0.26, -0.44
0.79, -0.01, -0.06, 1.32, -0.26, -0.44
0.79, -0.01, -0.06, 1.31, -0.26, -0.43
0.79, -0.01, -0.05, 1.29, -0.25, -0.43
0.78, -0.00, -0.04, 1.28, -0.25, -0.42
0.77, -0.00, -0.02, 1.27, -0.24, -0.40
0.76, -0.00, -0.00, 1.26, -0.23, -0.39
0.75, 0.00, 0.01, 1.25, -0.22, -0.37
0.75, 0.00, 0.03, 1.25, -0.21, -0.35
0.76, 0.01, 0.05, 1.24, -0.19, -0.33
0.76, 0.01, 0.06, 1.23, -0.18, -0.30
0.77, 0.01, 0.07, 1.22, -0.16, -0.28
0.77, 0.01, 0.08, 1.21, -0.15, -0.25
0.77, 0.01, 0.09, 1.21, -0.13, -0.22
0.76, 0.01, 0.09, 1.20, -0.12, -0.20
0.75, 0.01, 0.08, 1.19, -0.10, -0.17
0.76, 0.01, 0.07, 1.18, -0.09, -0.14
0.77, 0.01, 0.06, 1.17, -0.07, -0.12
0.77, 0.01, 0.04, 1.17, -0.06, -0.10
0.77, 0.00, 0.03, 1.16, -0.05, -0.08
0.76, 0.00, 0.01, 1.15, -0.03, -0.06
0.76, -0.00, -0.01, 1.14, -0.02, -0.04
0.75, -0.00, -0.04, 1.13, -0.01, -0.02
0.69, -0.01, -0.06, 1.13, -0.00, -0.00
0.60, -0.01, -0.08, 1.13, 0.01, 0.01
0.48, -0.01, -0.10, 1.14, 0.02, 0.03
0.39, -0.01, -0.11, 1.16, 0.03, 0.04
